City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
177,floro,61.5996,5.0328,44.56,70,0,10.36,NO,1699468596
178,kailua-kona,19.6406,-155.9956,78.82,83,100,4.61,US,1699468596
179,sant antoni de portmany,38.9807,1.3036,59.97,66,0,2.3,ES,1699468596
180,homestead meadows south,31.811,-106.1643,81.55,24,15,22.62,US,1699468596
181,zambezi,-13.5432,23.1047,67.33,87,95,9.15,ZM,1699468597
182,selfoss,63.9331,-20.9971,36.25,61,20,14.09,IS,1699468597
183,georgetown,5.4112,100.3354,82.33,89,20,3.44,MY,1699468597
184,kapuskasing,49.4169,-82.4331,26.69,74,75,11.5,CA,1699468597
185,labytnangi,66.6572,66.4183,28.92,98,100,4.32,RU,1699468347
186,kudahuvadhoo,2.6708,72.8944,81.5,78,90,6.67,MV,1699468598
187,pemangkat,1.1667,108.9667,80.89,81,100,5.55,ID,1699468598
188,kasongo-lunda,-6.4667,16.8167,71.87,94,100,0.54,CD,1699468598
189,georgievka,49.3314,81.5761,31.37,59,100,5.84,KZ,1699468599
190,karachi,24.9056,67.0822,75.02,64,40,3.44,PK,1699468528
191,dwarka,22.2394,68.9678,81.7,64,6,9.93,IN,1699468599
192,demirci,39.0461,28.6589,58.48,55,63,1.88,TR,1699468599
193,union city,37.5958,-122.0192,66.63,49,0,3.0,US,1699468310
194,inaruwa,26.6011,87.1488,66.67,63,0,1.81,NP,1699468600
195,parabel',58.6978,81.4825,27.91,90,100,11.01,RU,1699468403
196,kristiansund,63.1115,7.732,39.85,75,0,5.75,NO,1699468600
197,cabo san lucas,22.8909,-109.9124,84.61,69,100,10.36,MX,1699468600
198,mount gambier,-37.8333,140.7667,55.78,77,90,5.53,AU,1699468601
199,ola,59.5833,151.2833,0.0,82,11,12.1,RU,1699468601
200,eenhana,-17.4667,16.3333,80.44,16,7,6.85,NA,1699468601
201,kavaratti,10.5669,72.642,83.53,73,83,6.51,IN,1699468601
202,sinan,34.8262,126.1086,50.11,79,100,10.42,KR,1699468601
203,hassi messaoud,31.6804,6.0729,75.06,50,33,8.05,DZ,1699468602
204,stephenville,32.2207,-98.2023,84.24,51,0,11.5,US,1699468602
205,midvagur,62.0511,-7.1939,43.63,87,100,28.77,FO,1699468602
206,melfort,52.8667,-104.6177,32.13,93,100,12.66,CA,1699468603
207,diebougou,10.9667,-3.25,89.58,28,100,3.13,BF,1699468603
208,enewetak,11.3474,162.3373,82.67,69,84,19.17,MH,1699468557
209,fort saskatchewan,53.7168,-113.2187,40.46,54,20,12.66,CA,1699468588
210,papao,-17.75,-149.55,80.28,87,66,21.0,PF,1699468603
211,horodenka,48.6727,25.5016,46.6,88,100,14.32,UA,1699468603
212,bereznik,62.8551,42.7072,33.44,87,100,8.72,RU,1699468604
213,afaahiti,-17.75,-149.2833,78.67,85,66,18.77,PF,1699468604
214,san luis de la loma,17.2706,-100.8939,87.12,66,16,6.89,MX,1699468604
215,freetown,8.484,-13.2299,79.93,82,91,5.7,SL,1699468604
216,phulbani,20.4667,84.2333,63.64,48,9,3.06,IN,1699468604
217,primero de mayo,-32.2552,-58.4228,80.55,52,36,11.52,AR,1699468604
218,nizhnevartovsk,60.9344,76.5531,28.42,100,40,11.18,RU,1699468605
219,constantia,44.1833,28.65,56.08,85,100,19.39,RO,1699468605
220,smithers,54.7804,-127.1743,32.32,93,100,5.75,CA,1699468605
221,mount pearl,47.5166,-52.7813,46.33,98,100,9.22,CA,1699468605
222,nemuro,43.3236,145.575,48.13,63,98,7.85,JP,1699468605
223,undurkhaan,47.3194,110.6556,-2.45,85,33,6.96,MN,1699468606
224,thompson,55.7435,-97.8558,30.36,59,75,10.36,CA,1699468606
225,ceeldheer,3.8488,47.1806,81.1,80,100,12.3,SO,1699468606
226,merizo village,13.2658,144.6691,83.93,93,100,17.4,GU,1699468606
227,pariaman,-0.619,100.12,77.05,94,100,2.84,ID,1699468606
228,howard springs,-12.497,131.047,82.31,81,77,7.4,AU,1699468606
229,puerto ayacucho,5.6639,-67.6236,90.72,55,64,1.36,VE,1699468340
230,dudinka,69.4058,86.1778,20.62,92,100,28.99,RU,1699468340
231,severo-yeniseyskiy,60.3725,93.0408,-1.5,99,39,3.78,RU,1699468607
232,mhamid,29.82,-5.72,71.78,24,0,11.92,MA,1699468607
233,manta,-0.95,-80.7333,83.98,70,75,10.36,EC,1699468608
234,tete,-16.1564,33.5867,87.89,51,75,12.66,MZ,1699468609
235,san antonio de pale,-1.4014,5.6325,79.18,78,65,9.93,GQ,1699468609
236,teknaf,20.8624,92.3058,69.4,86,5,7.83,BD,1699468609
237,arraial do cabo,-22.9661,-42.0278,82.36,57,0,26.46,BR,1699468609
238,thunder bay,48.4001,-89.3168,37.38,93,100,4.61,CA,1699468610
239,haiku-pauwela,20.9219,-156.3051,79.03,71,20,5.99,US,1699468610
240,el obeid,13.1842,30.2167,85.19,31,99,4.79,SD,1699468610
241,mpraeso,6.5932,-0.7346,72.41,92,100,2.98,GH,1699468611
242,kragero,58.8693,9.4149,36.45,86,97,7.58,NO,1699468611
243,kolonia town,6.964,158.206,80.6,89,100,5.75,FM,1699468611
244,thinadhoo,0.5333,72.9333,80.71,82,9,9.57,MV,1699468611
245,longgang,37.6508,120.3286,58.78,85,98,6.11,CN,1699468611
246,aqadyr,48.2553,72.8483,39.36,41,86,9.37,KZ,1699468612
247,muhos,64.808,25.9931,31.78,95,100,7.99,FI,1699468612
248,colimes,-1.55,-80.0167,94.68,43,53,1.14,EC,1699468612
249,riberalta,-10.9833,-66.1,86.2,66,75,11.5,BO,1699468612
250,roma,43.2128,-75.4557,37.58,57,0,4.61,US,1699468494
251,saipan,15.1355,145.701,83.1,78,20,11.5,MP,1699468613
252,tulum,20.2167,-87.4667,84.6,50,95,4.65,MX,1699468491
253,barysh,53.6553,47.1123,41.14,96,71,7.11,RU,1699468613
254,crane,31.3974,-102.3501,85.39,21,7,13.44,US,1699468613
255,niamey,13.5137,2.1098,93.49,11,2,5.75,NE,1699468613
256,turpan,42.9333,89.1667,45.91,21,100,1.34,CN,1699468614
257,rongelap,11.1635,166.8941,81.95,80,17,22.82,MH,1699468614
258,khombole,14.7667,-16.7,83.21,45,99,14.79,SN,1699468614
259,talcahuano,-36.7167,-73.1167,64.08,63,0,14.97,CL,1699468614
260,nova sintra,14.8667,-24.7167,73.99,71,100,22.7,CV,1699468614
261,novospasskoye,53.1468,47.7514,42.21,94,19,5.77,RU,1699468614
262,cururupu,-1.8283,-44.8683,89.28,53,99,7.67,BR,1699468615
263,verkhniye kigi,55.4083,58.6044,36.19,98,100,7.74,RU,1699468615
264,bathsheba,13.2167,-59.5167,86.61,74,40,11.5,BB,1699468615
265,linxia chengguanzhen,35.6003,103.2064,35.83,48,0,2.46,CN,1699468615
266,marshfield,44.6689,-90.1718,42.75,93,100,10.36,US,1699468368
267,galesong,-5.3166,119.3661,77.02,78,99,4.92,ID,1699468615
